video_url,comment_id,author,comment_time,likes,comment
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzVCKrGxESRsWeOnEZ4AaABAg,@rommyhermansyah7672,10 menit yang lalu,0,Silfester yg sdh diputus bersalah ga ditangkep2...mau percaya gimana?
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzqoJdYJbIdMBWKG5R4AaABAg,@dikindipayudha,10 menit yang lalu,0,Dari sini kita tahu kalo pemimpin kita memang TDK atau apa2 dan cuma omon2.
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyN78626KH-EvgRw6t4AaABAg,@RIASBRI62,11 menit yang lalu,0,"Prof MMd agar hati hati dalam berstatement sehingga tidak mempengaruhi keputusan hakim, apapun akibatnya pendapat sebagian masyarakat setelah kalah dalam Pemilu menjadi bersikap berbeda.  Seburuk apapun hukum di RI Prof ikut dalam mewarnainya. Janganlah berbicara berdasarkan kepentingan tetapi murni keadilan, adanya mens rea dan bukti bukti."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzlqVc5nC8qWRiQYB94AaABAg,@MrTogapjohan,11 menit yang lalu,0,White Collar Crime yg unik dan CANGGIH
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzhgCt5DlLvZ5UCqut4AaABAg,@Catto217,14 menit yang lalu,0,Kesalahan terbesar dan paling fatal Nadiem adalah mau bergabung dengan pemerintah korup dan laknat ini.
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwpXfRv8drK6N7HlhB4AaABAg,@dannyirawan5772,17 menit yang lalu,0,Lumayan cuy 810 miliar bagi2 buat jaksa&hakim
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugzt0__xL8UO3JsmYL14AaABAg,@taufanpribadi1705,17 menit yang lalu,0,"Prabowo Gibran LANJUT 2029-2034. Yang sakit hati lanjutkan. Kalau kena setruk, pakailah BPJS."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyojRaQcAAjLpzmmJ14AaABAg,@AbdulAziz-ql3yw,17 menit yang lalu,0,"Yang gk jelas dimana korupsi nya bisa seberat itu.apa kabar yg udah jelas2 korupsi.kasus mbg, kasus 271 t,dan kasus2 lain nya"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxXlEiWt6e_-9Hldcp4AaABAg,@irfanzainzuhdi852,21 menit yang lalu,0,"Untuk pengusaha, jangan sampai gabung pemerintah kalau ngga mau kena 🤫"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugxo9mp8P3oHNgyuqDR4AaABAg,@shaxxile,24 menit yang lalu,0,yang jelas banget korupsi mbg dan kopdes malah dibiarkan
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxsCQF6c4delIQvR-Z4AaABAg,@krb6789,24 menit yang lalu,1,"Harusnya Korupsi MBG dan Kopdes di lihat lebih cermat lagi, krn kan lebih parah dan berjemaah korupsinya juga merugikan banyak Orang, seperti rumornya, Indomaret Alfamart akan tutup 20 December mendatang dan di ganti dgn Kopdes yg jelas monopoli rezim, bgmn dgn para pekerja dan juga industri2 yg nitip ke Indomaret dan Alfamart???
Tolong Mas Helmy di bahas juga mslh Kopdes🙏🙏"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxiScuAcZXFKl8OdNB4AaABAg,@atikpekalongan6543,25 menit yang lalu,0,penegak hukum menzolimin warganya sendiri yg notabene membantu indonesia...jadi apa yg harus di lihat dr negri ini...
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzelManjr3TxLzpMWt4AaABAg,@shaxxile,25 menit yang lalu,0,gaji hakim naik 300% tapi makin tolol hakimnya
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwxPnqWeRvur5i7rPR4AaABAg,@heripurwonoaji9191,26 menit yang lalu,0,"Ujungnya prabowo yg sok jadi pahlawan,"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyL2Vgqebh5rjbHbE14AaABAg,@SelimutBarbos,28 menit yang lalu (diedit),0,"@Om Helmy / admin pasti seru  saran undang Dr Ryu hasan, pertanyaan2 kpd Mahfud bisa dilihat dari sisi lain, seorang neurosergery nerosains sehubungan perilaku / pendidikan manusia - berkelompok, tentara, militer lembaga peradilan, berbangsa berdemokasi apakah benar ini terkait dengan pendapatan perkapita, kaitan dengan kecerdasan emosi / sosial dlm keberhasilan suatu komunitas berdemokrasi"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugz_vDSzLDeNB-1z1O14AaABAg,@bengkelinterior2003,29 menit yang lalu,0,"""It is better that ten guilty persons escape than that one innocent suffer."" William Blackstone, dalam karyanya yang berjudul Commentaries on the Laws of England (1760-an)."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzwU_8TG-dbxPofc8V4AaABAg,@ramagrafika7864,30 menit yang lalu,0,.
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugwpfwendeqp4Je_AaB4AaABAg,@wulansari729,34 menit yang lalu,0,knp bisa begini yah indonesia? gak ngerti...
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyK5GUeedzzkmF7FZh4AaABAg,@chowwencin,35 menit yang lalu,0,ganti presiden
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxR-Gzi7KQOlev3BC14AaABAg,@dinokoboynet,35 menit yang lalu,0,Negara ini sakit
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugw2RpLFtDYRSf5YCr94AaABAg,@wisjnuhandoko,37 menit yang lalu,0,"kalau di konoha,HAKIMnya perwakilan setan di muka bumi"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzJSyVprV3X4xfcGGB4AaABAg,@irfanyafiarsy,40 menit yang lalu,0,"PASAL 249 AYAT (3) KUHAP BARU TERTULIS JELAS BAHWA:
Segera sesudah putusan pemidanaan diucapkan,
Hakim ketua sidang wajib memberitahukan kepada
Terdakwa yang menjadi haknya, yaitu:
a. hak segera menerima atau segera menolak putusan;
b. hak mempelajari putusan sebelum menyatakan
menerima atau menolak putusan dalam jangka
waktu yang ditentukan oleh Undang-Undang ini;
c. hak untuk dapat mengajukan grasi, dalam hal
Terdakwa menerima putusan;
d. hak meminta diperiksa perkaranya di tingkat
banding dalam jangka waktu yang ditentukan oleh
Undang-Undang ini, dalam hal Terdakwa menolak
putusan; dan
e. hak untuk mencabut pernyataan sebageimana
dimaksud dalam huruf a dalam jangka waktu yang
ditentukan oleh Undang-Undang ini.

Pertanyaan yg muncul di kepala saya ada 3, yaitu:
1. Apakah mungkin ketua majelis tidak kompeten?
2. Apakah grogi seperti yg dijelaskan Prof. Mahfud menjadikannya lupa memberitahukan hak terdakwa?
3. Apakah ada pihak yang berkuasa yang menekan para hakim terkait putusan ini, tetapi hal itu bertentangan dengan hati nurani mereka, sehingga mereka memilih untuk memberikan celah hukum formil pada tahap akhir persidangan?"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzCaVYKARSoNO3Iz-R4AaABAg,@Hmchannel07,41 menit yang lalu,0,dadan mbg harusnya vonis mati
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwBBy-0Xm65jNpDx994AaABAg,@MayaSari-r2x,44 menit yang lalu,0,terimakasih kuliah hukum gratisnya pak  ❤
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwSAb91rA8EaF4hy_14AaABAg,@henryyulianto5803,44 menit yang lalu,0,"Pak Makfud coba simak Podcast nya  Akbar faisal spy bapak bisa paham untuk kasus Nadiem. 
Mohon maaf pak jgn emosional."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxWubU2bJuD7STuSYx4AaABAg,@wongpalembangasli1,45 menit yang lalu (diedit),0,"Fix, dari pembicaraan tersebut, hakim saat itu tidak mampu atau lalai dan melakukan pembiaran terhadap dakwaan jaksa penuntut. Dari awal sudah terlihat dari vonis bersalah Ibas, maka saya bisa merunutkan bukan hanya Nadiem yang menjadi target -  tapi akan mengarah ke jokowi"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugz7mt2JW-hiBRdND7N4AaABAg,@cocobaok2084,45 menit yang lalu,0,"Ada Persamaan kah antara kasus Pak Nadim dengan Laptopnya, MBG dengan Motor Tril nya dan Kopdes dengan Mobil Indianya.... ?"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzfZ8Ow8FopSBKl0a14AaABAg,@onorasa9691,45 menit yang lalu,0,"🤲Ya tuhan jika kasus ini memang bersih semoga orang2 terlibat akan mendapat balasan setimpal dan dipermalukan. Sudah gak bisa bicara apa, hanya bisa berdo'a"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyBq7i2AXYBKFR0WAd4AaABAg,@yayanmina1510,46 menit yang lalu,0,"bikin haru dan merinding kata"" prof mahfud md ""BAYANGKAN NEGARA APABILA TANPA HUKUM YANG TIDAK DITEGAKKAN DENGAN BAIK AKAN BUBAR"" coba tolong para penegak hukum sy mohon tegak kan keadilan dari azas Pancasila sila 1 sd 5 dimulai dari diri kita sendiri. membangun bangsa demi anak & cucu kita."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzhDL0u9fEi-QmbjHV4AaABAg,@Rotidisobek,49 menit yang lalu (diedit),0,Karena waktu berkuasa kalau nggak salah pernah merubah kurikulum yg merugikan Islam...Alloh maha tahu
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugx71g6k7ZPJQNaKuPp4AaABAg,@harryhang64,49 menit yang lalu,1,"Ya kebodohan Nadiem sendiri ,dulu waktu hendak diangkat jadi Menteri Pendidikan di elu-elukan katanya akan membawa/ memperkenalkan IT ke siswa Indonesia karena profesinya sebagai bos gojeg online .Kok ya nurut aja ketika dimintai setoran oleh Jokowi yang begitu spectaculair, juga ketika ditumbalkan ketika ketahuan publik hendak setor ke Jokowi,,,,,!!!!"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzDUgU7ZuWQBCFkPnx4AaABAg,@DwiDewanto-l5u,50 menit yang lalu,0,"Pak,  2 Negara Monster Jerman dan Jepang saat perang dunia 2 terkenal kejam dan sadis, sgt powerful dan berambisi, namun keduanya menyerah, salah satunya, karena peran negara uni Sovyet. Jerman REMEHKAN Sovyet dan meng- invasi nya,namun akhirnya tertekan krn serangan balik Sovyet begitu jg Jepang yg merasa AMAN krn pernah buat kesepakatan dgn Sovyet, namun Sovyet berhianat dan serang Jepang. Bukti bhw Tuhan tidak ingin yg Jahat berkuasa di dunia ini."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugx11vuLJPsSKMWJqZx4AaABAg,@suekhing3389,52 menit yang lalu,0,Hukum indonesia sudah tidak bernyawa
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugyy7Q9n63ykb1zwgrx4AaABAg,@serlymumu909,55 menit yang lalu,0,astaga
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugx1B8hEdG9OAdBe03h4AaABAg,@Cudna46,57 menit yang lalu,0,"Maaf yaa, walau underrated tp serupa jg kasus NM, didakwa pemerasan, divonis tppu.."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyyjRYSWKyKgl7ez594AaABAg,@harryhang64,57 menit yang lalu,0,"Jokowi ongkang-ongkang menikmati 11 trilyun uang korupsinya,,,,Ndak ada yang berani menangkap, semua institusi termasuk presiden cuma sebatas wacana dan berandai -andai saja,,,,,,!!!!!"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwU-_HDrqgZhmVUABJ4AaABAg,@hendriliu5224,58 menit yang lalu,0,saya baru tau indo ad hukum ditegakkan..
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyRTCpaWcAG8Ix28r94AaABAg,@mfiosong,59 menit yang lalu,0,"Ada gak sih ormas ijo yang lebih sibuk bikin teknologi daripada bikin drama?

berapa banyak kasus asusila yang melibatkan oknum?

Berapa banyak kiai kampung yang hobi nyebar isu ijazah palsu remeh temeh adu domba?

Merekalah pelaku, menggiring opini biar Nadiem yang dijebloskan."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyRK363qesSpOlhSuB4AaABAg,@zabriabubakar5982,1 jam yang lalu,1,Mantan Menteri Pendidikan yang katanya Pintar dan dipuja puji rakyatnya katanya akan memajukan Pendidikan Indonesia mendunia 😂😂😂😂😂
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzD2O-LuWDeeMN-eTV4AaABAg,@Guntala93,1 jam yang lalu,0,"Katamu Machfud dia bersih hanya tuhan yang tau dia bersih atau korop, jangan2 kamu pro dia kamu bilang dia bersih, pantas aja selama kamu jadi menko polhukam tak ada prestasi pemberantasan kopropsi ."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzcoJzvm3OFiydYVuJ4AaABAg,@sourceidchO,1 jam yang lalu,0,"Simple nya Presiden membentuk Team komisi percepatan reformasi Kepolisian, lalu kemudian undang-undang Polri yang baru telah disahkan tanpa menggunakan poin"" rekomendasi yang telah di susun oleh Team tersebut dengan kata lain semua poin"" yang telah di susun tersebut di abaikan..sungguh dagelan sekali bukan? 😅😅"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwmqgseqeH1nPomx_B4AaABAg,@Me_My_Mine_26,1 jam yang lalu,0,"Maaf.....anda semakin hari semakin mencla mencle, Pak...."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwEMvGzYgoYz7Q_6zh4AaABAg,@nazarlatib3529,1 jam yang lalu,0,Memang Benar2 hebat yah jokodok. Semua2 diatur sama dia...astaghfirulllah..biadab bgt
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzVZ6q2ieQq6VZ7FFF4AaABAg,@leomirza3125,1 jam yang lalu,0,"Kesian bangt si nadim, sudah ada stempel di dirinya bahwa dia seorang koruptor"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwM_HQpwFZyTwRdYhF4AaABAg,@frkrpa,1 jam yang lalu,0,21:59 Menunggu ada yg stitch part ini dan disebarluaskan banyakbanyakbanyak!!!!
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxKffTfWoedDC7A8aV4AaABAg,@mo_haryadi,1 jam yang lalu,0,"14:00 karena pak nadiem bukan dari partai (independen), menurut gua orang partai gak suka kehadiran pak nadiem di jajaran menteri karena proyek yg biasanya dipegang partai udah gak dapet proyek lagi"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugz6W3D3d_cusa_VUtp4AaABAg,@mfiosong,1 jam yang lalu,0,"Adakah ormas ijo yang membangun teknologi? Berapa banyak kasus asusila?
Berapa banyak kyai kampung yang suka share ijazah palsu(remeh temeh adudomba)?
Merekalah pelaku yang menggiring opini Nadim dijebloskan"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwjIWjYqfJU_YxGC-Z4AaABAg,@yasriyunus5072,1 jam yang lalu,0,"Korupsi memang menjadi budaya Indonesia,karena sejak jaman raja2 Jawa singosari"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugyj8ydK1hIhYsPEsal4AaABAg,@mmmuuuhhhbach9022,1 jam yang lalu,0,8:18       jadi kejaksaan dan KY dibiarkan membusuk ?
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyA_HtTH-OVmeRmyAN4AaABAg,@MisjaMisja-z5n,1 jam yang lalu,0,Lagi lagi jokowi mendapatkan tumbal..
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzgTPMCRu3xlUiH2st4AaABAg,@Pikachu-c9f1l,1 jam yang lalu,0,"hapus saja itu partai-partai gak ada gunanya. sekarang presiden dipilih rakyat, wakil rakyat dipilih rakyat. di gedung dpr diatur fraksi, fraksi diatur ketum2nya, apa gunanya wakil rakyat? bagaimana kalau gak ada ketum, gak ada partai, siapa yg mau ngatur-ngatur wakil rakyat? murni kritik, mengawasi kebijakan, penyeimbang, bukan kacung pemerintah, wakil rakyat hanya membawa beban suara dari pemilihnya, bukan penguasa. setujukah Prof? 
seharusnya hukum yang berkeadilan tegak diatas segalanya bukan politik berkeadilan yang seperti sekarang ini, setujukah Prof?
bukankah demokrasi seharusnya seperti itu?
kalau wakil rakyat betul2 membawa suara rakyat, akan jadi lucu jika ada demo. adanya demo sebagai konsekuensi wakil rakyat tidak bekerja !!"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyHxx-SglfXiw_02iV4AaABAg,@radhyaqalbas9613,1 jam yang lalu,1,"Orang yang berjasa pada guru malah dikriminalisasi, birokrasi kita takut dengan program digitalisasi pendidikan, karena tidak bisa korupsi."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyOrk2LhGJKEm7tnQl4AaABAg,@ermawati-g5z,1 jam yang lalu,0,Segala sesuatu ada waktunya dan seleksi alam itu berlaku pada semua makhluk hidup....ingat yah
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyJAGhoMi-m-n7hkKd4AaABAg,@Andreas.T.W,1 jam yang lalu,0,"Paijo: Harusnya dihukum mati....  kan koruptor....
Senayan: Itulah sebabnya tidak kami sahkan UU Perampasan Aset dan Hukuman Mati... baik kan kami?
Bejo: betul juga y kasian pamong praja kalu dihukum mati
Pailul: betul apanya? UU nya saja belum disahkan tapi pamong praja dah dirampas asetnya, korupsipun tidak..."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugx5lWalS9FFvklsEIB4AaABAg,@Alayapuriyana,1 jam yang lalu,0,Saya suka jaksa hakim galak dlm penegakan hukum  tetapi dlm penangan kasus p Nadiem Kya nya agak kurang nyambung...
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugzp2eXoz8GIlyKQuT94AaABAg,@RosalinaIacovelli88,1 jam yang lalu,0,"Hakim nya tertekan dan ketakutan karena keputusan nya bukan dari hati nuraninya, makanya langsung kabur.
Payah banget di Indonesia, hakim bisa di pesan. Kalau di USA: team of jury yang menentukan pak Nadiem bersalah atau tidak. Hakim mana bisa di sogok.
Ending nya paling presiden akan muncul sebagai hero. Tetap tenang pak Nadiem, semesta akan membantu mu."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugzc44JCmXUyUJjEvJ54AaABAg,@giri-u2x,1 jam yang lalu,1,Pengin.  Indonesia maju  tegakan hukuman mati bagi koruptor
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugx7gGZfbO7Pu2FXwLR4AaABAg,@andielbertovlog576,1 jam yang lalu,0,Mahfud pasangan anis cocok lah buat pengganti wowo nanti
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugxco_PKFd7pEO6PWLh4AaABAg,@frans5268,1 jam yang lalu,0,Ancur ancur
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxrJSLddglGm1K7kaN4AaABAg,@chairulhandaruni1372,1 jam yang lalu,0,Pak Helmi kaget pas Pak Mahfud taunya pak HY bapaknya diplomat 😅
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwL9-szzv90pmp86Bl4AaABAg,@23_rizalnurarif3,1 jam yang lalu,0,pinter prof mahmud memang
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyyGygE3c3hbcMSqBB4AaABAg,@muhammadfadhil23-o4y,1 jam yang lalu,0,saya seneng banget bintang Tamunya pak Mahfud MD narasinya santai enak wawasan nya sngt luar biasa 👏👏
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzAcQSck791TGGTlsJ4AaABAg,@MohammadHofied848,1 jam yang lalu (diedit),0,Hukum d konoha akan berangsur baik bl presidennya bpk mahfud md
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgyN54hzE4ejyIC8MfJ4AaABAg,@mascukurblitar17,1 jam yang lalu,1,"jika ini salah,ada kebijakan yg baru yg viral pelatihan meneger tidak sesuai konsep merenggut nyawa,merugikan negara dan merugikan anak bangsa"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugy4Pm0gwvcaCBccWAV4AaABAg,@edysusanto,1 jam yang lalu,0,"""putusan hakim harus dihormati"" tapi di kasus ini banyak susup sana susup sini, siapa bisa jamin hakim yang terpilih dan menghakimi ini bukan susupan sana sini juga? adil seadil-adilnya, netral senetral-netralnya.."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxZ6b1N_yJBitDZu4t4AaABAg,@lindasrimulyati5749,1 jam yang lalu,0,"Assalamualaikum warahmatullahi wabarakatuh,PK Mahfud panjang umur sehat selalu,biar Indonesian ada yg diminta pendat di ahli hukum"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgxVu2x7ahiox7LrTCh4AaABAg,@clipberita,1 jam yang lalu,0,"mulai saat ini jika kamu bukan PNS jangan ambil jabatan apapun di pemerintahan, kamu akan jadi tumbal hahaha"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzqNSSjpHOE2CWfnFt4AaABAg,@helenpardede1400,1 jam yang lalu,0,"Tdk menarik dan tdk tertarik jadi penguasa jika tdk bisa atau sulit jadi korupsi? Karena tujuan utama jadi penguasa adalah utk korupsi, apalagi perangkat hukumnya utk memberantas koruptor bisa dibeli adalah kesempatan utk rakus jadi korup."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugwc3710eIjqwPzLYoF4AaABAg,@YusufFaisal-i7q,1 jam yang lalu,0,"Jujur Kami (..)pengiat media sosial, kaget sekaligus Kecewa dengan publikasi Pemecatan AGS, ini membuat kami harus memilih Roy atau Tifa"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzCPSjWHkYKcL3xp7J4AaABAg,@gustaadi7603,1 jam yang lalu,0,aku lumayan hopeless dengan peradilan indonesia kalau gini
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwURZ791vEfAGAgGCB4AaABAg,@dennykotto-0522,1 jam yang lalu (diedit),0,"Thanks Prof. 🙏
Target Hukuman Nadiem untuk pengambilan Saham Go To 🤭"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzvdDEsWZfi7g6R-xF4AaABAg,@TyaAfriani27,1 jam yang lalu,0,"Sayangnya Waktu msh didlm Rezim pak.Mahfud ini Mingkem pdhl kezoliman Penguasa didepan mata & stelah diluar dan kalah Pilpres Berkoar2 ,,Tapi syukurlah skrg bisa berbalik pemikiran walaupun tidak bisa mengubah keadaan."
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgziXaQGimGLPaiLG-J4AaABAg,@Buchinpulse.l,1 jam yang lalu,0,Tau drmana anaknya lurus2 aja hati orang siapa yg tau
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwRbh3oCiU2EIXLU1J4AaABAg,@boimledvideotron9571,1 jam yang lalu,0,Real kriminalisasi
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugw6UjxUtL5D3iFqEGR4AaABAg,@bambang303378,1 jam yang lalu,0,kita ingat taon 2022. Rapat kerja Nadim dan DPR. Memang disitu lah terlihat bahwa memang Nadim ini tidak becus bekerja malah se enaknya sendiri bikin agenda yang mengesampingkan hak guru dan siswa/siswi. Kalau Nadim Koropsi ane kagak tahu dah. Tapi bahwa ketidak becusan dia menyebabkan kemunduran pendidikan itu jelas.
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzI7VVtSnpyxxdfDLB4AaABAg,@bobbysaka4277,1 jam yang lalu,0,PR kita leadership...memang kita blm punya sosok pimpinan yg jujur dan kuat
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugxo85u7h0rR79EDiOd4AaABAg,@lindasiwalette154,1 jam yang lalu,0,"Dalam pemilu lalu saya pilih wapres Mahfud MD yg sekolah yg punya pengalaman dlm hukum 
tp 
ternyata yg d pilih yg jadi wapres d  Indonesia yg TDK sekolah dan tidak ada pengalaman  😮😂"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgwuR-E81yIdCXCbhaR4AaABAg,@silvialee9996,1 jam yang lalu,0,Paling aman dah hidup bercukupan dlm senyap aja
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,UgzKhwioNxS0RInVOfF4AaABAg,@albertalbert-w2h,1 jam yang lalu,0,"NADINE MAKARIM ORANG JUJUR,ORANG SOLO MENZOLIMI  NADIM MAKARIM 😢😮"
https://www.youtube.com/watch?v=rZmA0H_9s2o&t=85s$0,Ugx1VAt8e8k2d4PlqQN4AaABAg,@roslian4219,1 jam yang lalu,0,"Betul sekali kata pk Mahfud,Tuhan akn turun tangan ketika pemimpin tdk benar lg"
